index,true_label,pred_label,margin,entropy,logit_c0,logit_c1,logit_c2,logit_c3,logit_c4,logit_c5,logit_c6,logit_c7,logit_c8,logit_c9,logit_c10,logit_c11,logit_c12,logit_c13,logit_c14,logit_c15
1528,14,11,0.0114706755,1.598381,-5.4153986,1.759316,-4.5392656,-2.9061673,-4.3694897,-1.5177162,-0.54521096,-2.7223349,-4.0059423,-2.909989,-3.0834858,6.289121,5.834206,6.075347,5.6071525,6.243168
1529,14,11,0.04501997,1.6114366,-5.409293,2.8255742,-4.1127667,-2.5852172,-4.193928,-1.1320992,-0.37567306,-3.0100236,-4.265187,-3.2753024,-3.5333738,5.9905214,5.51845,5.7263713,4.9570527,5.8121233
1530,14,11,0.13497894,1.5591055,-5.42244,2.3781497,-4.2642493,-2.864801,-4.269192,-1.2777998,-0.5822226,-2.9095926,-4.2209005,-2.996837,-3.1416044,6.467891,5.6598396,5.9832687,5.289591,5.6859536
1531,14,11,0.08053534,1.5802002,-5.439521,0.803568,-4.772087,-3.2084346,-4.486491,-1.7254082,-0.8743961,-2.5573926,-3.7850919,-2.3170137,-2.5960824,6.7388535,6.168577,6.266595,6.4225054,5.9311457
1532,14,14,0.09086062,1.5620043,-5.425149,0.4825033,-4.8069477,-3.1102903,-4.6625476,-1.884287,-0.70155483,-2.5846622,-3.6176436,-2.2896862,-2.8568492,6.5494576,6.555163,6.369649,6.9136634,5.832929
1533,14,11,0.013378754,1.5766203,-5.4100227,1.4033709,-4.463088,-2.88521,-4.568178,-1.688519,-0.4787856,-2.816283,-3.8732834,-2.6877131,-3.2589164,6.4262314,6.370505,6.201087,6.347808,5.443453
1534,14,11,0.047513187,1.5830508,-5.409856,1.8348536,-4.3303623,-2.8139203,-4.476843,-1.54072,-0.44788563,-2.8888705,-4.0066257,-2.8568573,-3.32081,6.3750534,6.186229,6.0408783,6.025894,5.3527784
1535,14,14,0.07799916,1.5546796,-5.43104,0.6343148,-4.826667,-3.1259272,-4.64766,-1.7643969,-0.677624,-2.5678809,-3.70654,-2.2999198,-2.7786472,6.568484,6.481781,6.287032,6.8659267,5.698861
1536,14,14,0.10949528,1.5478729,-5.436414,0.7378085,-4.832681,-3.0604734,-4.611473,-1.693378,-0.6754615,-2.549743,-3.7563338,-2.33071,-2.7758808,6.4548135,6.445145,6.144224,6.870374,5.682399
1537,14,13,0.20530519,1.5205781,-5.399855,1.5969828,-4.3053093,-2.6968684,-4.422747,-1.3640958,-0.04802388,-2.8643608,-3.6417754,-2.7643821,-3.8192482,5.8687534,5.749892,6.68471,5.349651,5.931676
1538,14,13,0.31642103,1.3958296,-5.3856006,0.22097781,-4.6322484,-2.9488158,-4.740303,-1.8620133,0.053023845,-2.6786196,-3.1004481,-2.1814687,-3.8562922,5.9713936,6.443315,7.4958725,6.29092,5.8310156
1539,14,13,0.08242893,1.471673,-5.371839,-0.9614636,-5.0769424,-3.1722333,-5.075448,-2.450573,-0.23126644,-2.4395962,-2.845302,-1.7113243,-3.5064108,6.289284,7.2800984,7.58828,7.306467,6.0581503
1540,14,13,0.11583254,1.4876384,-5.35655,-1.7573059,-5.3160696,-3.2693498,-5.160019,-2.7133007,-0.27627754,-2.2466626,-2.5060031,-1.4747322,-3.4484286,6.2761908,7.418366,7.8245506,7.419602,6.710876
1541,14,14,0.023670554,1.3555712,-5.3348618,-2.7311206,-5.474389,-3.17512,-5.4523563,-2.9105856,-0.05861476,-2.1272016,-1.921383,-1.0150461,-3.6623046,5.8092003,8.110603,7.8556986,8.182178,6.4219637
1542,14,14,0.33890104,1.074432,-5.3036985,-4.312402,-5.5304213,-3.1740828,-5.6959825,-3.0375676,1.0494545,-1.911117,-0.43068776,-0.45145777,-4.568883,4.6684637,8.315521,8.030708,9.219513,5.8754444
1544,14,14,0.21801293,1.1071198,-5.2734933,-5.7294006,-5.9929805,-3.6088717,-5.917905,-3.2221227,1.0118556,-1.663285,0.34909052,0.39737022,-4.291339,5.2008038,8.736763,8.082693,9.283373,5.9072676
1545,14,12,0.27534997,1.126913,-5.243615,-6.314027,-6.267455,-3.6773634,-5.978819,-3.4886312,0.72052383,-1.52506,0.5793179,0.7099411,-4.203949,5.575657,9.2867,7.9314895,8.583603,6.402205
1546,14,14,0.4095226,0.74851537,-5.244478,-6.7988515,-5.9980197,-3.342028,-6.11884,-3.3815217,1.8258617,-1.2911822,1.6459346,0.4983089,-4.7827077,4.482714,9.00384,6.367648,9.905371,5.347536
1547,14,14,0.4314717,0.6721126,-5.248092,-6.9828086,-5.655326,-3.3613029,-6.25185,-3.0713358,2.3856525,-1.1740297,2.3912354,0.54778075,-4.968861,4.3469214,8.865712,5.0514245,9.802999,4.2639065
1548,14,14,0.32484305,0.7275674,-5.2222505,-7.823676,-5.943492,-3.6166964,-6.3131084,-3.220127,2.237771,-1.0408287,2.845907,1.0632755,-4.7035007,4.792424,9.003912,4.9274864,9.689293,4.47393
1549,14,14,0.20210916,0.81275034,-5.20867,-8.252021,-6.235895,-3.8404589,-6.273129,-3.3098311,1.9294565,-1.0017667,2.852744,1.4622337,-4.407931,5.297778,8.996641,5.2657704,9.418272,4.985058
1550,14,14,0.12375954,0.8422762,-5.2209554,-7.6912637,-6.279657,-3.6522403,-6.1730247,-3.4114428,1.572392,-1.2089349,2.1919408,1.2985036,-4.467431,5.106922,9.267762,6.0730844,9.525015,5.2976584
1551,14,12,0.21080464,0.8417265,-5.220331,-7.7311583,-6.3144603,-3.6691751,-6.131495,-3.458559,1.2653087,-1.2314703,2.1623333,1.4725171,-4.3890405,5.264392,9.547903,6.0876412,9.103205,5.3791137
1552,14,12,0.0102259815,0.8367944,-5.201947,-8.111481,-6.289552,-3.650971,-6.203043,-3.4932127,1.4880898,-1.136731,2.543456,1.3907127,-4.433292,5.1327543,9.41316,5.6366444,9.392111,5.462528
1553,14,14,0.3570194,0.7387443,-5.2292995,-7.642251,-5.955552,-3.5829463,-6.2349315,-3.2307525,1.9203436,-1.1238112,2.4466372,0.92980707,-4.621134,4.826073,8.978513,5.4903536,9.742895,4.9578743
1554,14,14,0.44708252,0.7441979,-5.2501307,-7.1111293,-5.9691386,-3.6187704,-6.1407394,-3.1636255,1.6927582,-1.2726244,1.8096334,0.84032685,-4.4838905,4.955697,8.802146,6.2905993,9.803844,5.156927
1555,14,12,0.14643273,1.1311219,-5.258023,-6.2045655,-6.101224,-3.6637723,-5.975019,-3.43976,0.62855756,-1.6178825,0.5002525,0.67148495,-4.177762,5.503594,9.258188,8.01665,8.899713,6.1721597
1556,14,14,0.1510191,1.1214762,-5.294331,-4.9883842,-5.72806,-3.310781,-5.817646,-3.321998,0.6993416,-1.8650268,-0.20645306,-0.0147589445,-4.410652,4.980208,8.905657,8.254693,9.284758,5.9018726
1557,14,14,0.27912045,1.1058277,-5.327718,-3.6981602,-5.3065214,-3.209884,-5.6515355,-2.9181995,0.61697567,-2.1660426,-0.9596936,-0.5419793,-4.3124795,5.033698,8.392805,8.156965,9.141979,5.49187
1558,14,14,0.27621603,1.1400651,-5.3401523,-2.9721088,-5.1122074,-3.1375043,-5.5173826,-2.6695147,0.65752554,-2.2803776,-1.3031461,-0.84970677,-4.3168526,5.062928,8.0380335,8.017124,8.818316,5.322962
1559,14,14,0.3334073,1.1177814,-5.3623576,-2.4152112,-4.845417,-3.0618446,-5.336812,-2.2463655,0.89318043,-2.3313565,-1.4112065,-1.0625403,-4.4006343,5.0002723,7.491162,7.583833,8.51254,4.9626913
1560,14,13,0.2640635,1.3131115,-5.3760095,-1.664292,-5.040648,-3.3731782,-5.1948986,-2.3822823,-0.103118,-2.4732485,-2.3761177,-1.3357825,-3.5855386,6.2646575,7.260629,8.260418,7.479172,5.8637133
1561,14,14,0.16856131,1.3274097,-5.4015203,-0.9531921,-4.9191165,-3.098941,-5.1726522,-2.2043765,-0.31358027,-2.5149956,-2.8562331,-1.5541385,-3.294157,6.1998405,7.4586916,7.0272617,7.9391956,5.235998
1562,14,14,0.16427031,1.2693393,-5.409931,-0.52655923,-4.8017445,-2.9004526,-5.0539045,-2.0528617,-0.2354064,-2.5257778,-3.0256467,-1.694107,-3.3982825,5.99295,7.4308853,6.6462955,7.8657436,4.8608546
1563,14,13,0.26720673,1.4431348,-5.387251,-1.9605899,-5.280359,-3.6700273,-5.1358376,-2.533691,-0.55898535,-2.2940626,-2.504961,-1.1863697,-3.0051608,6.897154,7.065352,8.158224,7.245961,6.638632
1564,14,13,0.42674798,1.2812841,-5.4175205,-2.2098582,-5.288426,-3.9083498,-5.0745335,-2.0867784,-0.39298934,-2.1486008,-2.244538,-0.93398094,-2.7591853,6.942721,6.252765,8.366825,6.7232847,6.8710346
1565,14,14,0.13143502,1.5453717,-5.409148,-2.1170428,-5.424573,-3.6131594,-5.0449996,-2.5001192,-0.9632651,-2.133292,-2.559766,-0.9991989,-2.507338,6.901146,7.228826,7.1694775,7.724515,6.677518
1566,14,14,0.12358965,1.5527978,-5.4000926,-2.120277,-5.4398737,-3.5410295,-5.0512495,-2.591641,-0.9137666,-2.148868,-2.5168555,-1.1415269,-2.6350365,6.77402,7.253824,7.139226,7.721506,6.9210963
1567,14,13,0.11902054,1.5710813,-5.391085,-2.4267113,-5.485276,-3.7786238,-5.1125035,-2.6976564,-0.860628,-2.1256332,-2.3821921,-0.97730726,-2.6470332,7.110733,7.0274434,7.784264,7.306176,7.262443
1568,14,13,0.00019749999,1.5279819,-5.3816156,-3.06368,-5.68557,-3.918255,-5.188693,-2.8751605,-0.9190791,-1.9347413,-2.0948818,-0.6788714,-2.521902,7.163049,6.929482,7.899416,7.1600523,7.898757
1569,14,13,0.018112212,1.54667,-5.3931856,-2.065234,-5.463725,-3.6299446,-5.0226398,-2.6723833,-0.77117944,-2.104466,-2.5002713,-1.2725087,-2.782236,6.8319063,6.832132,7.643269,7.0334754,7.580258
1570,14,15,0.12783027,1.5129845,-5.387747,-2.411016,-5.608152,-3.508031,-5.0328336,-2.7832365,-0.95964694,-1.9743843,-2.332575,-1.1827189,-2.634237,6.5779867,6.974142,6.982795,7.414494,7.850342
1571,14,15,0.16815104,1.4454879,-5.3663716,-2.7979903,-5.633547,-3.4200873,-5.149146,-2.9861522,-0.79822874,-1.9664035,-2.0607293,-1.2529573,-2.9090157,6.281858,7.203417,7.1747456,7.6497183,8.18677
1572,14,14,0.14747131,1.4283903,-5.36528,-2.2344613,-5.508274,-3.1530337,-5.184708,-2.817054,-0.6192472,-2.1274264,-2.2822983,-1.5233229,-3.1063585,5.9303474,7.600238,6.864746,8.073998,7.420205
1573,14,14,0.19334501,1.3148376,-5.390232,-2.0718713,-5.5011663,-3.0209796,-5.1272492,-2.5497274,-0.6387043,-2.0552819,-2.362706,-1.3972374,-2.9994717,5.732438,7.6541176,6.419464,8.186386,6.949291
1574,14,14,0.11250143,1.4552364,-5.355254,-2.161627,-5.483676,-3.1187618,-5.1957664,-2.8573556,-0.49600238,-2.1498463,-2.282422,-1.6314952,-3.2689326,5.845944,7.578729,7.0174255,7.960223,7.4911985
1575,14,15,0.072544485,1.3903365,-5.3350115,-3.096359,-5.7272916,-3.126792,-5.314954,-3.199751,-0.5093053,-1.9333375,-1.7865503,-1.3972098,-3.3149385,5.656149,7.7710385,7.0296,8.05892,8.282178
1576,14,15,0.17977698,1.4287766,-5.351459,-2.214732,-5.4869246,-3.103476,-5.1185617,-2.9244313,-0.39103317,-2.08579,-2.1868305,-1.7542044,-3.4635823,5.710232,7.2175107,7.289236,7.4921722,8.091492
1577,14,15,0.1114583,1.4817089,-5.3743343,-0.83210903,-5.1437035,-2.9485295,-4.865677,-2.4279857,-0.2527302,-2.3267083,-2.7795982,-2.2178328,-3.6038752,5.7308435,6.701132,7.1350813,6.7375493,7.504863
1578,14,15,0.2477078,1.410159,-5.355748,-2.6881979,-5.6919727,-3.4195023,-5.2323523,-2.9556675,-0.5246273,-1.9664593,-2.0734568,-1.3660526,-3.104512,6.134141,7.1419497,7.4901395,7.4449844,8.31905
1579,14,13,0.0135881305,1.4055117,-5.340655,-3.720844,-5.8355346,-3.4802,-5.349382,-3.0290217,-0.112301946,-1.8411798,-1.3841003,-0.8893784,-3.5151048,5.900362,7.281287,8.277905,7.5578723,8.237567
1580,14,15,0.20362075,1.403168,-5.2922277,-4.9967313,-6.1220517,-3.5548956,-5.6102486,-3.5183702,-0.404889,-1.6917908,-0.79518384,-0.4463684,-3.387526,6.035144,8.099141,7.9195437,7.9890947,8.785603
1581,14,12,0.164684,1.2969229,-5.327824,-4.783456,-6.0476627,-3.1542723,-5.5658646,-3.2112944,-0.54486775,-1.5947766,-0.770017,-0.38178834,-3.2706184,5.6453867,8.684912,6.737152,8.213213,7.9272785
1582,14,12,0.112737715,1.3912253,-5.3066816,-4.985622,-6.1149864,-3.3489583,-5.6130915,-3.4584858,-0.48901922,-1.638447,-0.7501559,-0.34971094,-3.3920689,5.937276,8.624419,7.3733106,8.1271305,8.267488
1588,14,15,0.41759264,1.2767494,-5.286121,-5.714194,-6.2533236,-3.9046772,-5.5696926,-3.4560468,-0.9433739,-1.4663754,-0.5003742,0.3102147,-2.7137532,6.7170377,7.686226,7.5722556,7.546651,9.065075
1589,14,15,0.09843144,1.4356523,-5.3113794,-5.1401415,-6.104592,-3.6132925,-5.5609255,-3.364603,-0.8284341,-1.6165843,-0.7674464,-0.07058346,-2.9397411,6.361652,8.174511,7.3381987,7.983003,8.492016
1590,14,12,0.024066448,1.4457617,-5.305068,-4.767134,-6.0064154,-3.3984087,-5.59614,-3.5053096,-0.41659647,-1.7548143,-0.89313173,-0.5201779,-3.4792926,5.9136567,8.398786,7.776943,8.167814,8.31514
1591,14,15,0.009983003,1.3976934,-5.3066587,-4.760743,-6.049693,-3.3116698,-5.6032314,-3.5199575,-0.47608307,-1.7104737,-0.8814274,-0.58841956,-3.4272304,5.8192434,8.462473,7.430611,8.181651,8.494065
1592,14,12,0.00029993057,1.4195194,-5.318228,-4.568552,-6.008757,-3.3820772,-5.561748,-3.3773987,-0.6123345,-1.7372019,-1.0340629,-0.529938,-3.220397,5.9921985,8.337451,7.3372025,8.1989565,8.336451
1593,14,14,0.045457065,1.4277794,-5.328147,-3.369624,-5.6764865,-3.1331763,-5.4186096,-3.2500637,-0.34243053,-2.0210607,-1.6012876,-1.2175779,-3.5883312,5.6158013,8.126852,7.5347924,8.275181,7.802189
1594,14,15,0.119681984,1.398531,-5.3307457,-3.4060538,-5.7233963,-3.2410889,-5.3348856,-3.1322603,-0.12526566,-1.909507,-1.4982272,-1.2422345,-3.682314,5.5332794,7.395626,8.005276,7.691937,8.381475
1595,14,14,0.0026549995,1.4207464,-5.3763957,-2.5869179,-5.1143637,-2.8907666,-5.0380235,-2.0450544,0.75803024,-2.0195441,-1.3780069,-1.4802989,-4.203735,4.878047,6.4832244,7.3681526,7.3764844,6.930091
1596,14,15,0.15738684,1.3841647,-5.3404937,-3.5756402,-5.8098154,-3.5049326,-5.390512,-3.1675057,-0.38979685,-1.8693756,-1.571352,-1.0079919,-3.305604,6.0169973,7.323972,8.076261,7.6129494,8.54816
1597,14,15,0.094576955,1.4235126,-5.332884,-3.8875506,-5.9120083,-3.4005957,-5.409162,-3.237458,-0.70494664,-1.7669098,-1.4674022,-0.76668906,-3.0138402,6.0856304,7.88465,7.1736264,8.050189,8.354437
1598,14,14,0.061287194,1.4090381,-5.334437,-2.5720758,-5.4933815,-3.087348,-5.3564415,-3.0117056,-0.24662924,-2.146306,-2.02972,-1.3952128,-3.5847538,5.7115355,7.979693,7.454911,8.165153,7.1249537
1599,14,14,0.009170741,1.44243,-5.3163767,-3.1013825,-5.6080427,-3.16318,-5.4104977,-3.1895657,-0.15349174,-2.0731163,-1.722507,-1.2107284,-3.7189226,5.672076,8.068909,7.866231,8.100147,7.4155717
1600,14,14,0.039028913,1.4183328,-5.3317146,-3.1607952,-5.6597815,-3.1339087,-5.3959,-3.1843328,-0.3729223,-2.0082362,-1.7378719,-1.2559927,-3.4914656,5.6966605,8.111671,7.343792,8.233343,7.6526165
1601,14,14,0.0050453246,1.4454422,-5.348076,-3.0224276,-5.7092237,-3.2847054,-5.286105,-3.081101,-0.6521745,-1.9388125,-1.9079251,-1.2152429,-3.0867202,5.993636,7.6592107,7.1170692,8.046843,8.030638
1602,14,15,0.0025304854,1.4808418,-5.3621035,-2.132727,-5.5497437,-3.1703532,-5.097414,-2.8667183,-0.59865206,-2.0477095,-2.34427,-1.6015866,-3.1491241,5.9988337,7.3700247,6.959897,7.725752,7.7341995
1603,14,13,0.014405459,1.523112,-5.3653846,-0.25083235,-4.954489,-2.7290838,-4.715845,-2.3215575,-0.100736976,-2.4285088,-2.953518,-2.3948336,-3.9314356,5.616127,6.722565,7.0468435,6.471594,6.9954653
1604,14,15,0.091224134,1.4427252,-5.3511534,-1.8138756,-5.401331,-3.0112154,-5.004531,-2.8235612,-0.17211038,-2.1376128,-2.3046782,-1.8510644,-3.743311,5.6352005,7.0611024,7.571499,7.067576,7.8613443
1605,14,15,0.2128685,1.3332961,-5.3312798,-3.3751354,-5.840366,-3.2058568,-5.3263526,-3.2787778,-0.5578192,-1.8187431,-1.6728363,-1.2442425,-3.2175047,5.7407312,7.6943736,7.0292435,7.9600334,8.593618
1606,14,15,0.2478653,1.3721803,-5.343695,-2.5909345,-5.682384,-3.227228,-5.206457,-3.052422,-0.46170253,-1.9625288,-2.0725162,-1.5526088,-3.2479982,5.840206,7.298365,7.1944723,7.5969353,8.3767395
1607,14,14,0.022052348,1.4453341,-5.3546677,-2.652891,-5.655142,-3.2380292,-5.24662,-2.965724,-0.630815,-1.9899681,-2.0923305,-1.3724496,-3.0608046,5.96485,7.549795,6.9761186,7.98166,7.911305
1608,14,14,0.110513255,1.5076561,-5.379925,-1.7703351,-5.441702,-3.236155,-5.0590787,-2.6746554,-0.68597025,-2.1469135,-2.5674593,-1.6123177,-2.9612823,6.187498,7.2733383,6.876191,7.7210026,7.325116
1609,14,15,0.06666419,1.4659305,-5.412445,-0.3652036,-5.0628057,-3.2210414,-4.6482277,-2.2092266,-0.5804205,-2.3128488,-3.1331706,-2.0964181,-3.0915976,6.3911853,6.15628,7.195984,6.0857124,7.3978386
1610,14,15,0.1133766,1.4845382,-5.4223065,0.012115419,-5.009759,-3.28528,-4.5082865,-2.0868974,-0.8172677,-2.306866,-3.3673692,-2.136239,-2.781907,6.645872,5.9279795,6.8657637,5.8484797,7.240729
1611,14,14,0.006105751,1.6082743,-5.4261227,0.5797888,-4.928467,-3.0638158,-4.439122,-1.8763709,-0.8382349,-2.4336395,-3.658405,-2.3606706,-2.7397046,6.443998,6.275692,6.100277,6.471156,6.3637114
1612,14,11,0.021080732,1.5836856,-5.432206,0.965042,-4.82131,-3.117056,-4.3465834,-1.7330422,-0.879419,-2.4729679,-3.8026996,-2.4748065,-2.6447186,6.542554,5.9015236,6.085163,5.9527903,6.46266
1613,14,11,0.093160406,1.5349902,-5.4590054,1.3106225,-4.7422585,-3.100766,-4.178257,-1.3262267,-1.0054531,-2.4856174,-4.092234,-2.3129845,-2.2917466,6.5776563,5.890235,5.5814147,6.259142,5.444623
1614,14,14,0.027227849,1.5315894,-5.4655895,0.30863097,-4.992754,-3.2532492,-4.3089266,-1.5430379,-1.1028105,-2.2668092,-3.7549694,-1.768106,-2.1374464,6.635498,6.146445,5.877201,6.7275934,5.618745
1615,14,11,0.072350904,1.5811586,-5.4420066,-0.22369865,-5.2147064,-3.376398,-4.4207754,-2.0251677,-1.1191146,-2.155313,-3.4536173,-1.7188376,-2.2762387,6.8692307,6.1510797,6.289099,6.406982,6.583905
1616,14,11,0.014686078,1.5357584,-5.434516,0.108769566,-5.1441774,-3.3477309,-4.361261,-2.0280776,-1.0552981,-2.2045527,-3.5403361,-1.9543141,-2.3844137,6.879228,5.9234276,6.3545017,5.9646745,6.829086
1617,14,15,0.08963446,1.5801558,-5.4241786,-1.2836468,-5.4827385,-3.4161277,-4.5984764,-2.4090157,-1.113633,-1.971317,-2.9640381,-1.3493813,-2.387131,6.747797,6.527232,6.488366,6.8041925,7.1664424
1618,14,15,0.02866149,1.5736175,-5.409323,-2.8869636,-5.7786865,-3.6002073,-4.853587,-2.6248224,-1.2350756,-1.6496079,-2.2465427,-0.32620788,-2.2141125,6.711787,6.92472,6.7798347,7.289798,7.3975773
1619,14,15,0.46937287,1.1605195,-5.3270125,-4.879697,-6.174525,-4.0758314,-5.3048677,-3.3173454,-1.2746173,-1.3395343,-1.1704817,0.55238926,-2.0927377,7.1635947,6.5389585,7.5602665,6.7607484,8.966738
1625,14,15,0.22947341,1.1774668,-5.225151,-7.3018007,-6.610898,-3.8411567,-5.6305227,-3.6915133,-0.59074855,-1.0634998,0.820297,0.90265703,-3.0823283,6.6601105,8.462179,6.7737646,6.8132224,9.02602
1626,14,15,0.42755044,1.0455186,-5.223161,-7.444785,-6.571063,-3.872861,-5.6205673,-3.635397,-0.7512882,-1.0223337,0.9408416,1.0010135,-2.868029,6.6815467,8.157667,6.487578,6.6789136,9.248444
1628,14,15,0.19254613,1.317755,-5.256196,-6.871788,-6.5057206,-3.6557372,-5.6693826,-3.2695382,0.48703608,-1.0822991,0.8844354,0.3022226,-3.6659505,5.6064606,7.460685,7.2335315,8.105318,8.648701
1632,14,15,0.31848624,1.2497236,-5.267443,-5.885264,-6.340904,-3.635471,-5.6103115,-3.6695914,-0.6840387,-1.4120333,-0.27903107,0.07229626,-3.1575317,6.318717,8.269236,7.423735,7.640506,9.165841
1633,14,15,0.31377602,1.2079262,-5.271515,-6.1066947,-6.367395,-3.6203203,-5.587462,-3.5611017,-0.8035192,-1.2934554,-0.07031546,0.30050015,-2.9699907,6.317439,8.232297,6.9175177,7.455928,9.071887
1636,14,15,0.46104947,1.1888914,-5.2772837,-5.951783,-6.400793,-4.1319456,-5.5289545,-3.50923,-1.0363815,-1.269611,-0.4530686,0.75540274,-2.467824,7.108245,7.3302383,7.788005,6.9837418,9.191564
1638,14,15,0.40631413,1.0794909,-5.340349,-4.2907925,-6.0950747,-3.7339306,-5.276391,-3.287164,-0.49686563,-1.544256,-1.227555,-0.48443067,-3.0398521,6.348768,6.7779408,8.195625,6.9921937,9.242357
1639,14,15,0.46975434,1.0796647,-5.328396,-4.3386855,-6.131676,-3.746963,-5.3195033,-3.4363067,-0.62469465,-1.5540855,-1.2775924,-0.49066252,-2.965151,6.4550037,7.0300956,8.027135,7.1250725,9.31983
1641,15,15,0.4014095,1.2759683,-5.3395586,-4.224155,-6.073262,-3.879674,-5.3387074,-3.3341775,-0.95725524,-1.6265333,-1.4574206,-0.3094564,-2.5687628,6.8549786,7.131221,7.65724,7.299615,8.912176
1642,15,14,0.050388157,1.4932708,-5.371607,-3.1444614,-5.8066444,-3.3874762,-5.1749134,-2.8661013,-0.829303,-1.8009319,-1.9404957,-0.7269665,-2.8102095,6.3223553,7.712338,6.944857,7.8851123,7.538459
1643,15,14,0.08817865,1.5267987,-5.388752,-2.3340673,-5.634514,-3.3765357,-5.0496845,-2.719554,-0.8340357,-1.9754026,-2.3859904,-1.1207159,-2.7913284,6.463153,7.446328,6.948808,7.7599745,7.2559495
1644,15,15,0.13977173,1.5277588,-5.3932757,-2.5034232,-5.6905355,-3.5687807,-4.978327,-2.7817197,-1.0581445,-1.8859268,-2.355315,-0.9701457,-2.490478,6.7125216,6.936812,6.945956,7.3127146,7.806448
1645,15,15,0.049234778,1.5467556,-5.4131355,-1.9102979,-5.586627,-3.4039266,-4.766227,-2.5118203,-1.0967486,-1.8830823,-2.6414132,-1.1434183,-2.4126873,6.537564,6.750437,6.5002346,7.2088337,7.381374
1646,15,15,0.2068606,1.4875231,-5.4190273,-0.36914748,-5.177763,-3.2672744,-4.550441,-2.2117388,-0.88192564,-2.1800265,-3.2315893,-2.0245512,-2.7154703,6.5592794,6.0864396,6.6755867,6.172715,7.3967237
1647,15,15,0.25137675,1.3751736,-5.418504,-0.3642333,-5.178918,-3.3799286,-4.573971,-2.1515791,-0.85830283,-2.1513066,-3.2060747,-1.9651662,-2.6133456,6.64158,5.7512927,6.8491516,5.784614,7.6251807
1648,15,15,0.21440536,1.5140396,-5.397537,-2.0435598,-5.6106224,-3.5883343,-4.905795,-2.6921198,-1.0172409,-1.9292128,-2.5684648,-1.1904252,-2.4778912,6.796019,6.6730866,6.9856873,6.982601,7.793792
1649,15,15,0.024941057,1.5307336,-5.387744,-2.7236774,-5.7649226,-3.4757466,-5.0511494,-2.7826736,-0.96613634,-1.8147025,-2.2259111,-0.8456361,-2.5815911,6.504658,7.251295,6.890912,7.584771,7.6718354
1650,15,15,0.069124684,1.539413,-5.381957,-2.7254403,-5.8087068,-3.5025918,-5.0867887,-2.8339596,-0.8780143,-1.8108006,-2.225619,-0.88820314,-2.664047,6.5655155,7.3065877,7.0243177,7.5018234,7.7524548
1651,15,15,0.14928408,1.5215336,-5.3571672,-3.4933333,-5.933152,-3.7585144,-5.2679954,-3.0790563,-0.83696735,-1.7602303,-1.8586433,-0.56856763,-2.6761346,6.842705,7.3828754,7.6200852,7.4336257,8.159963
1652,15,15,0.08862007,1.4790158,-5.3456388,-4.008045,-5.9922895,-3.9665742,-5.3689384,-3.1811285,-0.8015541,-1.7277036,-1.6107496,-0.309868,-2.662479,7.033104,7.3314695,8.100102,7.333996,8.376415
1653,15,13,0.17621633,1.3353148,-5.3581247,-4.0135083,-5.9402823,-3.882039,-5.3204107,-2.8991575,-0.2763868,-1.720286,-1.3683908,-0.3825223,-3.0830946,6.585495,6.93813,8.626102,7.172308,8.145054
1654,15,13,0.13068467,1.3807228,-5.338588,-4.1010914,-5.985955,-3.6959004,-5.3498373,-3.123394,-0.19178784,-1.7271099,-1.2920265,-0.51237667,-3.366134,6.295769,7.34552,8.574441,7.3979483,8.199745
1655,15,15,0.20838113,1.4238131,-5.29799,-5.159055,-6.224731,-3.7865953,-5.5537534,-3.4872289,-0.57596546,-1.5523069,-0.8383999,-0.068246245,-3.1079793,6.551135,7.9657516,8.058657,7.639367,8.750759
1656,15,15,0.1981361,1.4027593,-5.245164,-6.4204597,-6.4382677,-4.045666,-5.6738386,-3.5696611,-0.4232687,-1.3608017,0.005357638,0.5806914,-3.152723,6.7438974,8.066286,8.204464,7.331571,8.830523
1657,15,15,0.027131945,1.4050807,-5.2159786,-6.8134303,-6.5292487,-3.8097312,-5.7014112,-3.7741718,-0.100091755,-1.2952224,0.44625,0.5495332,-3.672791,6.271533,8.591168,8.140755,7.522731,8.673576
1658,15,12,0.053829104,1.3658687,-5.187417,-7.433386,-6.692033,-3.8292282,-5.8038116,-3.7758155,0.17274994,-1.1782304,1.0445534,0.7719959,-3.805384,6.1625185,8.720898,7.7038865,7.522417,8.570015
1659,15,12,0.22045809,1.2148799,-5.1844845,-7.4546943,-6.6211967,-3.7232182,-5.7990913,-3.8743687,-0.03524381,-1.1823585,1.0612627,0.7333063,-3.764186,6.199043,9.133201,7.333975,7.2710943,8.572935
1660,15,15,0.24156344,1.0930905,-5.192952,-7.8506613,-6.6971664,-3.8446581,-5.6974945,-3.848647,-0.3869313,-0.9726155,1.3243146,0.9529401,-3.3018072,6.6004095,8.618994,6.591702,6.6117344,9.1868515
1661,15,15,0.33911416,1.1070979,-5.1415215,-8.542849,-7.017954,-3.9100564,-5.7924123,-3.877297,0.3867135,-0.78809893,2.0760243,1.1854743,-3.7059643,6.360141,8.258231,6.527231,6.8824806,9.102129
1662,15,15,0.2743339,1.1131773,-5.146645,-8.268678,-6.9616303,-3.8113809,-5.7727385,-3.9552794,0.26501927,-0.89865255,1.8060116,0.97348297,-3.7985382,6.2256994,8.522072,6.773836,6.9660687,9.185012
